기준년월,관광객유형,제주대분류,제주중분류,업종명,성별,연령대별,카드이용금액,카드이용건수,건당이용금액
Sep-14,내국인 관광객,제주시,연동,약국,남,50대,1586250,95,16697
Sep-14,내국인 관광객,서귀포시,성산읍,약국,남,40대,617400,37,16686
Sep-14,내국인 관광객,제주시,애월읍,스넥,남,30대,12482000,750,16643
Sep-14,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,199500,12,16625
Sep-14,내국인 관광객,서귀포시,예래동,스넥,남,30대,3971280,239,16616
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,40대,1075140,65,16541
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,남,50대,627500,38,16513
Sep-14,내국인 관광객,제주시,애월읍,기념품 점,남,30대,1006800,61,16505
Sep-14,내국인 관광객,제주시,애월읍,기념품 점,남,40대,1170000,71,16479
Sep-14,내국인 관광객,서귀포시,예래동,스넥,남,20대,1249880,76,16446
Sep-14,내국인 관광객,제주시,노형동,약국,여,40대,2249730,137,16421
Sep-14,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,1311830,80,16398
Sep-14,내국인 관광객,서귀포시,성산읍,스넥,남,30대,1769800,108,16387
Sep-14,내국인 관광객,제주시,연동,스넥,여,40대,2019900,124,16290
Sep-14,내국인 관광객,제주시,애월읍,스넥,여,30대,13436350,829,16208
Sep-14,내국인 관광객,제주시,이도2동,약국,여,50대,938060,58,16173
Sep-14,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1525600,95,16059
Sep-14,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,2069050,129,16039
Sep-14,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,30대,2212130,138,16030
Sep-14,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,10894420,681,15998
Sep-14,내국인 관광객,제주시,용담2동,스넥,남,20대,447100,28,15968
Sep-14,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,7621420,480,15878
Sep-14,내국인 관광객,서귀포시,성산읍,스넥,여,30대,1188500,75,15847
Sep-14,내국인 관광객,제주시,이도2동,스넥,남,50대,1456450,92,15831
Sep-14,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,10556860,672,15710
Sep-14,내국인 관광객,제주시,연동,스넥,여,30대,5971600,381,15673
Sep-14,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,1927750,125,15422
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,489890,32,15309
Sep-14,내국인 관광객,제주시,용담2동,스넥,여,40대,351700,23,15291
Sep-14,내국인 관광객,제주시,연동,스넥,남,30대,5240100,343,15277
Sep-14,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,3686490,242,15233
Sep-14,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,181500,12,15125
Sep-14,내국인 관광객,제주시,용담2동,스넥,여,50대,165500,11,15045
Sep-14,내국인 관광객,서귀포시,성산읍,스넥,여,20대,854500,57,14991
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,남,40대,1323000,89,14865
Sep-14,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1555700,105,14816
Sep-14,내국인 관광객,제주시,애월읍,약국,남,40대,222000,15,14800
Sep-14,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,428800,29,14786
Sep-14,내국인 관광객,서귀포시,예래동,스넥,여,40대,2070200,141,14682
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,여,40대,1027400,70,14677
Sep-14,내국인 관광객,제주시,이도2동,스넥,여,50대,760200,52,14619
Sep-14,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,13332020,921,14476
Sep-14,내국인 관광객,제주시,애월읍,기념품 점,여,40대,562800,39,14431
Sep-14,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,245300,17,14429
Sep-14,내국인 관광객,제주시,애월읍,스넥,여,20대,6888750,480,14352
Sep-14,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,385870,27,14291
Sep-14,내국인 관광객,제주시,용담2동,스넥,남,40대,528500,37,14284
Sep-14,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,6623110,464,14274
Sep-14,내국인 관광객,서귀포시,성산읍,약국,남,50대,284800,20,14240
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,155200,11,14109
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,476710,34,14021
Sep-14,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,3614420,258,14009
Sep-14,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,777290,56,13880
Sep-14,내국인 관광객,제주시,삼도2동,스넥,남,40대,373800,27,13844
Sep-14,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,4150420,301,13789
Sep-14,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,232730,17,13690
Sep-14,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,396050,29,13657
Sep-14,내국인 관광객,제주시,애월읍,기념품 점,여,30대,777300,57,13637
Sep-14,내국인 관광객,서귀포시,남원읍,기념품 점,여,20대,204500,15,13633
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,870520,64,13602
Sep-14,내국인 관광객,제주시,이도2동,스넥,여,40대,1526500,113,13509
Sep-14,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,7326590,552,13273
Sep-14,내국인 관광객,서귀포시,성산읍,의원,여,50대,132300,10,13230
Sep-14,내국인 관광객,제주시,연동,약국,남,40대,1607700,122,13178
Sep-14,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,2829650,215,13161
Sep-14,내국인 관광객,제주시,연동,스넥,남,20대,2125900,162,13123
Sep-14,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,4663900,356,13101
Sep-14,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,3051610,233,13097
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,1244050,95,13095
Sep-14,내국인 관광객,제주시,연동,약국,여,40대,1332430,102,13063
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,여,50대,391600,30,13053
Sep-14,내국인 관광객,제주시,이도2동,약국,남,40대,1463320,113,12950
Sep-14,내국인 관광객,서귀포시,예래동,스넥,여,20대,1653500,128,12918
Sep-14,내국인 관광객,서귀포시,성산읍,약국,여,50대,245300,19,12911
Sep-14,내국인 관광객,제주시,연동,스넥,여,20대,3988800,309,12909
Sep-14,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,451630,35,12904
Sep-14,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,447440,35,12784
Sep-14,내국인 관광객,제주시,노형동,기타음료식품,남,20대,458450,36,12735
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,남,40대,355900,28,12711
Sep-14,내국인 관광객,제주시,노형동,스넥,여,40대,2279650,180,12665
Sep-14,내국인 관광객,제주시,이도2동,스넥,남,20대,3156010,251,12574
Sep-14,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,3317000,265,12517
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,여,30대,4024600,322,12499
Sep-14,내국인 관광객,제주시,이도2동,의원,남,40대,1001100,81,12359
Sep-14,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,506600,41,12356
Sep-14,내국인 관광객,제주시,삼도2동,스넥,남,20대,123000,10,12300
Sep-14,내국인 관광객,제주시,이도2동,스넥,남,40대,2587410,212,12205
Sep-14,내국인 관광객,제주시,애월읍,약국,여,40대,158300,13,12177
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,644680,53,12164
Sep-14,내국인 관광객,제주시,노형동,스넥,남,50대,1775150,146,12159
Sep-14,내국인 관광객,제주시,노형동,약국,남,40대,2056300,170,12096
Sep-14,내국인 관광객,제주시,연동,약국,남,20대,805400,67,12021
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,여,40대,204200,17,12012
Sep-14,내국인 관광객,제주시,삼도2동,스넥,여,30대,323100,27,11967
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,여,20대,2135300,181,11797
Sep-14,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,20대,129230,11,11748
Sep-14,내국인 관광객,제주시,연동,약국,여,30대,2337520,199,11746
Sep-14,내국인 관광객,제주시,용담2동,스넥,여,30대,458000,39,11744
Sep-14,내국인 관광객,서귀포시,남원읍,의원,남,40대,187100,16,11694
Sep-14,내국인 관광객,제주시,연동,기타음료식품,남,30대,369400,32,11544
Sep-14,내국인 관광객,서귀포시,성산읍,약국,여,40대,321000,28,11464
Sep-14,내국인 관광객,제주시,삼도2동,기타음료식품,남,30대,160500,14,11464
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,남,30대,3118400,273,11423
Sep-14,내국인 관광객,제주시,이도2동,약국,여,40대,975840,86,11347
Sep-14,내국인 관광객,서귀포시,성산읍,의원,남,40대,146900,13,11300
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,남,30대,293400,26,11285
Sep-14,내국인 관광객,제주시,이도2동,의원,여,50대,394100,35,11260
Sep-14,내국인 관광객,제주시,노형동,스넥,여,50대,866200,77,11249
Sep-14,내국인 관광객,제주시,노형동,약국,여,30대,2245470,201,11171
Sep-14,내국인 관광객,제주시,노형동,약국,남,30대,2052240,184,11153
Sep-14,내국인 관광객,제주시,이도2동,의원,여,20대,619000,56,11054
Sep-14,내국인 관광객,서귀포시,남원읍,의원,여,50대,231800,21,11038
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,318700,29,10990
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,610550,56,10903
Sep-14,내국인 관광객,서귀포시,남원읍,의원,여,40대,130800,12,10900
Sep-14,내국인 관광객,제주시,이도2동,스넥,남,30대,4159400,382,10888
Sep-14,내국인 관광객,제주시,노형동,스넥,남,40대,3063700,282,10864
Sep-14,내국인 관광객,제주시,용담2동,약국,여,40대,746510,69,10819
Sep-14,내국인 관광객,제주시,용담2동,스넥,남,30대,645400,60,10757
Sep-14,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,322020,30,10734
Sep-14,내국인 관광객,제주시,이도2동,약국,여,30대,1729370,162,10675
Sep-14,내국인 관광객,제주시,용담2동,약국,남,50대,383500,36,10653
Sep-14,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1437560,135,10649
Sep-14,내국인 관광객,제주시,연동,약국,남,30대,1876400,177,10601
Sep-14,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,762600,72,10592
Sep-14,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,601890,57,10559
Sep-14,내국인 관광객,제주시,노형동,스넥,여,30대,3899895,370,10540
Sep-14,내국인 관광객,제주시,삼도2동,스넥,여,40대,200000,19,10526
Sep-14,내국인 관광객,제주시,노형동,스넥,남,30대,6071930,577,10523
Sep-14,내국인 관광객,서귀포시,남원읍,의원,남,50대,242000,23,10522
Sep-14,내국인 관광객,서귀포시,대륜동,약국,남,50대,262200,25,10488
Sep-14,내국인 관광객,서귀포시,대륜동,약국,여,50대,177400,17,10435
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,474130,46,10307
Sep-14,내국인 관광객,제주시,삼도2동,스넥,남,30대,324700,32,10147
Sep-14,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,3635660,359,10127
Sep-14,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,1534560,152,10096
Sep-14,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,292430,29,10084
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,937150,93,10077
Sep-14,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,220000,22,10000
Sep-14,내국인 관광객,제주시,노형동,스넥,남,20대,3278550,329,9965
Sep-14,내국인 관광객,제주시,용담2동,스넥,여,20대,168800,17,9929
Sep-14,내국인 관광객,서귀포시,남원읍,스넥,남,20대,901300,91,9904
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,286090,29,9865
Sep-14,내국인 관광객,서귀포시,예래동,기타음료식품,남,20대,403100,41,9832
Sep-14,내국인 관광객,제주시,삼도2동,약국,여,30대,225820,23,9818
Sep-14,내국인 관광객,제주시,이도2동,스넥,여,30대,4922670,502,9806
Sep-14,내국인 관광객,제주시,이도2동,기타음료식품,남,20대,195150,20,9758
Sep-14,내국인 관광객,서귀포시,대륜동,약국,여,40대,290600,30,9687
Sep-14,내국인 관광객,제주시,노형동,스넥,여,20대,3264950,339,9631
Sep-14,내국인 관광객,제주시,이도2동,스넥,여,20대,4048170,430,9414
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,376440,41,9181
Sep-14,내국인 관광객,제주시,용담2동,약국,여,50대,261000,29,9000
Sep-14,내국인 관광객,제주시,연동,약국,여,20대,876700,98,8946
Sep-14,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,955150,107,8927
Sep-14,내국인 관광객,제주시,용담2동,의원,남,30대,133640,15,8909
Sep-14,내국인 관광객,서귀포시,성산읍,약국,남,30대,484500,55,8809
Sep-14,내국인 관광객,제주시,용담2동,약국,여,30대,1070000,125,8560
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,여,20대,118900,14,8493
Sep-14,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,347900,41,8485
Sep-14,내국인 관광객,제주시,이도2동,약국,남,20대,355830,42,8472
Sep-14,내국인 관광객,서귀포시,성산읍,의원,남,30대,93100,11,8464
Sep-14,내국인 관광객,제주시,용담2동,약국,남,40대,512100,61,8395
Sep-14,내국인 관광객,제주시,노형동,약국,여,20대,805720,97,8306
Sep-14,내국인 관광객,서귀포시,대륜동,약국,남,40대,473100,57,8300
Sep-14,내국인 관광객,서귀포시,성산읍,약국,여,20대,218990,27,8111
Sep-14,내국인 관광객,서귀포시,성산읍,약국,여,30대,377500,47,8032
Sep-14,내국인 관광객,제주시,이도2동,약국,여,20대,717000,90,7967
Sep-14,내국인 관광객,제주시,이도2동,약국,남,30대,1041310,134,7771
Sep-14,내국인 관광객,제주시,연동,기타음료식품,여,20대,153000,20,7650
Sep-14,내국인 관광객,서귀포시,남원읍,의원,여,30대,90600,12,7550
Sep-14,내국인 관광객,서귀포시,대륜동,약국,여,20대,150800,20,7540
Sep-14,내국인 관광객,서귀포시,대륜동,약국,여,30대,476200,64,7441
Sep-14,내국인 관광객,제주시,용담2동,약국,남,30대,750600,102,7359
Sep-14,내국인 관광객,제주시,삼도2동,약국,여,20대,108980,15,7265
Sep-14,내국인 관광객,서귀포시,성산읍,의원,남,50대,92400,13,7108
Sep-14,내국인 관광객,제주시,노형동,약국,남,20대,318900,45,7087
Sep-14,내국인 관광객,서귀포시,성산읍,약국,남,20대,145400,21,6924
Sep-14,내국인 관광객,제주시,용담2동,약국,남,20대,157900,23,6865
Sep-14,내국인 관광객,제주시,애월읍,약국,남,30대,129500,20,6475
Sep-14,내국인 관광객,제주시,용담2동,약국,여,20대,501000,78,6423
Sep-14,내국인 관광객,제주시,애월읍,약국,여,30대,118200,19,6221
Sep-14,내국인 관광객,제주시,이도2동,기타음료식품,여,20대,148600,24,6192
Sep-14,내국인 관광객,서귀포시,남원읍,약국,남,30대,72000,12,6000
Sep-14,내국인 관광객,제주시,삼도2동,약국,남,30대,155600,26,5985
Sep-14,내국인 관광객,서귀포시,남원읍,약국,여,30대,62600,11,5691
Sep-14,내국인 관광객,서귀포시,대륜동,약국,남,30대,287900,52,5537
Sep-14,내국인 관광객,제주시,삼도2동,의원,남,30대,74600,14,5329
Sep-14,내국인 관광객,제주시,연동,기타음료식품,남,20대,102900,20,5145
Sep-14,내국인 관광객,제주시,애월읍,기타음료식품,남,20대,59400,13,4569
Oct-14,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,25552100,87,293702
Oct-14,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,23984500,106,226269
